record_id,visit_date,month,week_number,quarter,season,city,store_type,retailer_id,salesperson_name,consumer_demographic,product_category,retailer_feedback,trend_signal_type,trend_label
CTR-0123,2025-10-22,10,43,Q4,Diwali,Surat,General Store,RTL-0059,Arjun Mehta,college students,popcorn,Owner said Halloween and Christmas promotions created cheese cracker demand. Now year round.,buying_behavior_change,western_snack_influence
CTR-0124,2025-02-17,2,8,Q1,Winter,Nagpur,Medical Store,RTL-0038,Vikram Iyer,teenagers,puffs,Kids asking for ring-shaped cheese snacks they saw in a cartoon. Very specific request.,buying_behavior_change,western_snack_influence
CTR-0125,2025-08-10,8,32,Q3,Monsoon,Jaipur,Petrol-pump Store,RTL-0022,Ravi Kumar,teenagers,roasted nuts,Retailer near international school said western snacks are normal purchase there.,buying_behavior_change,western_snack_influence
CTR-0126,2026-05-11,5,20,Q2,Summer,Lucknow,General Store,RTL-0085,Rajesh Gupta,school children,roasted nuts,Owner told me children refusing traditional snacks at parties. Parents forced to buy western.,buying_behavior_change,western_snack_influence
CTR-0127,2026-03-14,3,11,Q1,Holi,Patna,Supermarket,RTL-0067,Rajesh Gupta,homemakers,makhana,Customer asked if we have anything like the snack they ate at a hotel breakfast buffet.,buying_behavior_change,western_snack_influence
CTR-0128,2025-03-19,3,12,Q1,Holi,Coimbatore,Supermarket,RTL-0017,Deepa Nair,homemakers,biscuits,Retailer said cheese popcorn now goes faster than masala popcorn. First time in 5 years.,buying_behavior_change,western_snack_influence
CTR-0129,2025-01-01,1,1,Q1,New Year,Chandigarh,Supermarket,RTL-0001,Amit Singh,school children,chips,Owner near cinema said customers buy western snacks before entering theatre. Habit formed.,buying_behavior_change,western_snack_influence
CTR-0130,2026-05-08,5,19,Q2,Summer,Chennai,General Store,RTL-0053,Priya Sharma,teenagers,popcorn,Teenager asked for cream cheese flavored crackers. Said they have them at school canteen.,buying_behavior_change,western_snack_influence
CTR-0131,2025-02-20,2,8,Q1,Winter,Chennai,Petrol-pump Store,RTL-0065,Anjali Rao,college students,namkeen,Retailer told me imported snack aisle in nearby supermarket is always crowded with youth.,buying_behavior_change,western_snack_influence
CTR-0132,2025-05-14,5,20,Q2,Summer,Delhi,Departmental Store,RTL-0057,Naresh Yadav,college students,bhujia,Owner said kids are brand aware now. Ask for specific western brand names directly.,buying_behavior_change,western_snack_influence
CTR-0133,2025-05-23,5,21,Q2,Summer,Ahmedabad,Medical Store,RTL-0032,Suresh Patel,school children,roasted nuts,Customer comparing our product to an international brand. Said theirs tastes more western.,buying_behavior_change,western_snack_influence
CTR-0134,2025-05-07,5,19,Q2,Summer,Bhopal,Medical Store,RTL-0081,Harish Babu,teenagers,makhana,Retailer said potato wedge and loaded fries flavor is new request from teenagers.,demographic_preference,youth_driven_consumption
CTR-0135,2025-09-13,9,37,Q3,Monsoon,Hyderabad,General Store,RTL-0056,Priya Sharma,homemakers,puffs,Owner near mall said mall food court westernized customer palate. Snack buying changed.,buying_behavior_change,western_snack_influence
CTR-0136,2026-04-19,4,16,Q2,Post-Festive,Kochi,Convenience Store,RTL-0012,Deepa Nair,school children,bhujia,Parents asking for western style snacks for children's school picnic. Traditional not wanted.,buying_behavior_change,western_snack_influence
CTR-0137,2026-01-03,1,1,Q1,New Year,Nagpur,General Store,RTL-0048,Meena Reddy,health-conscious adults,wafers,Retailer says customers reading label before buying now. Calories first thing they check.,buying_behavior_change,health_conscious_snacking
CTR-0138,2026-01-14,1,3,Q1,Winter,Kochi,Convenience Store,RTL-0011,Deepa Nair,homemakers,popcorn,Owner near gym said baked snack requests went up after gym opened. Fried not wanted.,buying_behavior_change,health_conscious_snacking
CTR-0139,2026-01-28,1,5,Q1,Winter,Chandigarh,Wholesale Depot,RTL-0052,Ravi Kumar,working professionals,popcorn,Working professionals asking for no-MSG options. Said office health initiative is reason.,buying_behavior_change,health_conscious_snacking
CTR-0140,2025-02-25,2,9,Q1,Holi,Pune,Convenience Store,RTL-0028,Vikram Iyer,health-conscious adults,popcorn,Customers asking if product has preservatives. Some putting back after reading label.,buying_behavior_change,health_conscious_snacking
CTR-0141,2025-09-06,9,36,Q3,Onam,Bhubaneswar,Kirana Store,RTL-0074,Kavita Joshi,senior citizens,puffs,Owner told me separate shelf for healthy snacks needed. Those move faster these days.,buying_behavior_change,health_conscious_snacking
CTR-0142,2025-01-28,1,5,Q1,Winter,Kochi,Kirana Store,RTL-0012,Deepa Nair,working professionals,bhujia,Retailer confirmed millet snacks selling well. Government millet push has worked in awareness.,buying_behavior_change,health_conscious_snacking
CTR-0143,2025-12-30,12,1,Q4,New Year,Pune,Kirana Store,RTL-0089,Suresh Patel,working professionals,chips,Customers willing to pay rupees 5-10 extra for healthier version. Price not the barrier now.,buying_behavior_change,health_conscious_snacking
CTR-0144,2026-01-11,1,2,Q1,Winter,Mumbai,Wholesale Depot,RTL-0003,Arjun Mehta,health-conscious adults,wafers,Owner near corporate office said employees checking sodium content during lunch break.,buying_behavior_change,health_conscious_snacking
CTR-0145,2025-12-01,12,49,Q4,Post-Festive,Bangalore,College Canteen,RTL-0023,Priya Sharma,working professionals,biscuits,Doctor nearby prescribing low-sodium diet - patients coming to retailer asking for options.,buying_behavior_change,health_conscious_snacking
CTR-0146,2026-03-06,3,10,Q1,Holi,Chandigarh,Hypermarket,RTL-0001,Amit Singh,senior citizens,bhujia,"Retailer said clean label demand is real. If ingredient list is long, customers put it back.",buying_behavior_change,health_conscious_snacking
CTR-0147,2025-02-10,2,7,Q1,Winter,Nagpur,Kirana Store,RTL-0047,Meena Reddy,homemakers,chips,Health-conscious buyers checking expiry and ingredients both. Very careful now.,buying_behavior_change,health_conscious_snacking
CTR-0148,2025-10-15,10,42,Q4,Diwali,Jaipur,Petrol-pump Store,RTL-0084,Naresh Yadav,working professionals,namkeen,"Owner told me yoga class nearby sending customers. All asking for light, natural snacks.",buying_behavior_change,health_conscious_snacking
CTR-0149,2025-02-15,2,7,Q1,Winter,Pune,Hypermarket,RTL-0027,Vikram Iyer,senior citizens,bhujia,"Customers asking for natural written on pack. Don't care what it means, just want it.",buying_behavior_change,health_conscious_snacking
CTR-0150,2025-04-09,4,15,Q2,Post-Festive,Mumbai,College Canteen,RTL-0004,Arjun Mehta,senior citizens,roasted nuts,Retailer frustrated - healthy options sell but restock takes time. Losing sales.,buying_behavior_change,health_conscious_snacking
CTR-0151,2025-05-07,5,19,Q2,Summer,Bhopal,General Store,RTL-0039,Sunita Verma,homemakers,bhujia,Working women asking for guilt-free snacks. Said they want to enjoy without feeling bad.,buying_behavior_change,health_conscious_snacking
CTR-0152,2026-02-16,2,8,Q1,Winter,Surat,General Store,RTL-0041,Suresh Patel,working professionals,namkeen,Owner near hospital said dietitian patients asking for specific low-cal options regularly.,buying_behavior_change,health_conscious_snacking
CTR-0153,2025-06-23,6,26,Q2,Monsoon,Mumbai,Supermarket,RTL-0016,Meena Reddy,homemakers,rice crisps,Customers rejecting snacks with artificial color. Especially parents buying for children.,buying_behavior_change,health_conscious_snacking
CTR-0154,2026-01-18,1,3,Q1,Winter,Nagpur,Departmental Store,RTL-0070,Sunita Verma,homemakers,popcorn,Retailer confirmed whole grain and multigrain packs sell faster than regular.,buying_behavior_change,health_conscious_snacking
CTR-0155,2026-04-15,4,16,Q2,Post-Festive,Bhopal,General Store,RTL-0081,Harish Babu,homemakers,rice crisps,Fitness influencer mentioned a product - owner said 10 customers asked for same thing next day.,buying_behavior_change,health_conscious_snacking
CTR-0156,2026-05-04,5,19,Q2,Summer,Delhi,Supermarket,RTL-0061,Ravi Kumar,working professionals,roasted nuts,Owner said awareness increased after health show on TV. Customers now know what to avoid.,buying_behavior_change,health_conscious_snacking
CTR-0157,2025-04-05,4,14,Q2,Post-Festive,Surat,Wholesale Depot,RTL-0060,Arjun Mehta,homemakers,roasted nuts,Retailer told me corporate health insurance drives snack buying behavior. Employees scared.,buying_behavior_change,health_conscious_snacking
CTR-0158,2026-03-17,3,12,Q1,Holi,Hyderabad,Departmental Store,RTL-0035,Anjali Rao,homemakers,wafers,Owner near wellness clinic said patients coming directly asking for doctor-approved snacks.,buying_behavior_change,health_conscious_snacking
CTR-0159,2025-04-12,4,15,Q2,Post-Festive,Bhopal,Departmental Store,RTL-0082,Harish Babu,senior citizens,makhana,Customers photographing nutrition label before buying. Send to someone for approval.,buying_behavior_change,health_conscious_snacking
CTR-0160,2025-09-04,9,36,Q3,Onam,Surat,Petrol-pump Store,RTL-0041,Suresh Patel,health-conscious adults,chips,"Retailer said husband and wife disagreeing in store - one wants healthy, one wants tasty.",buying_behavior_change,health_conscious_snacking
CTR-0161,2026-05-21,5,21,Q2,Summer,Vizag,Petrol-pump Store,RTL-0034,Anjali Rao,homemakers,namkeen,Owner told me working mothers most careful buyers. Read every word on the pack.,buying_behavior_change,health_conscious_snacking
CTR-0162,2025-08-04,8,32,Q3,Monsoon,Delhi,Supermarket,RTL-0071,Amit Singh,homemakers,namkeen,Customer asked if our product is certified by any health authority. Wanted official stamp.,buying_behavior_change,health_conscious_snacking
CTR-0163,2025-08-24,8,34,Q3,Onam,Indore,Convenience Store,RTL-0043,Sunita Verma,senior citizens,bhujia,"Retailer said after company health camp, entire office stopped buying fried snacks.",buying_behavior_change,health_conscious_snacking
CTR-0164,2025-05-31,5,22,Q2,Summer,Bhubaneswar,Supermarket,RTL-0076,Rekha Pillai,health-conscious adults,popcorn,Owner told me Ayurvedic snack requests are rising. Customers connecting food with wellness.,buying_behavior_change,health_conscious_snacking
CTR-0165,2025-04-12,4,15,Q2,Post-Festive,Jaipur,Hypermarket,RTL-0083,Naresh Yadav,homemakers,popcorn,Customer returned a product after reading the ingredient list at home. Wanted natural only.,buying_behavior_change,health_conscious_snacking
CTR-0166,2025-05-25,5,21,Q2,Summer,Coimbatore,Convenience Store,RTL-0018,Deepa Nair,health-conscious adults,biscuits,Retailer near running club said athletes are very specific about what they eat as snacks.,buying_behavior_change,health_conscious_snacking
CTR-0167,2025-05-06,5,19,Q2,Summer,Patna,Supermarket,RTL-0067,Rajesh Gupta,health-conscious adults,popcorn,Owner said low-calorie options sell fast on Monday mornings. Weekend guilt is a real trigger.,buying_behavior_change,health_conscious_snacking
CTR-0168,2025-01-03,1,1,Q1,New Year,Chandigarh,Wholesale Depot,RTL-0009,Rajesh Gupta,health-conscious adults,namkeen,"Customers asking for snacks with functional benefits - immunity, digestion, energy.",buying_behavior_change,health_conscious_snacking
CTR-0169,2025-04-30,4,18,Q2,Summer,Indore,College Canteen,RTL-0006,Harish Babu,health-conscious adults,popcorn,"Retailer told me once a customer switches to healthy snacks, they never go back to regular.",buying_behavior_change,health_conscious_snacking
CTR-0170,2025-04-10,4,15,Q2,Post-Festive,Bangalore,Departmental Store,RTL-0024,Priya Sharma,working professionals,rice crisps,Owner said health-conscious buyers are the least price-sensitive in his entire store.,buying_behavior_change,health_conscious_snacking
CTR-0171,2025-05-14,5,20,Q2,Summer,Delhi,Kirana Store,RTL-0062,Ravi Kumar,premium shoppers,rice crisps,Retailer getting requests for gift-ready snack boxes during festival. Plain pouches not ok.,seasonal_pattern,premium_packaging_demand
CTR-0172,2025-01-20,1,4,Q1,Winter,Hyderabad,Departmental Store,RTL-0035,Anjali Rao,working professionals,puffs,Corporate clients asking for bulk hampers. Need attractive packaging to look presentable.,seasonal_pattern,premium_packaging_demand
CTR-0173,2025-01-20,1,4,Q1,Winter,Nagpur,General Store,RTL-0037,Vikram Iyer,premium shoppers,popcorn,Owner said same snack in tin box sold 3x more than in pouch during Diwali. Packaging matters.,seasonal_pattern,premium_packaging_demand
CTR-0174,2025-04-05,4,14,Q2,Post-Festive,Bhubaneswar,College Canteen,RTL-0073,Kavita Joshi,homemakers,wafers,Customers want resealable packs for office desk. Says pouch looks cheap on desk.,buying_behavior_change,convenience_format_preference
CTR-0175,2025-10-08,10,41,Q4,Festive,Bhubaneswar,Convenience Store,RTL-0075,Rekha Pillai,premium shoppers,roasted nuts,Festival season - retailer receiving specific requests for premium gift snack assortments.,seasonal_pattern,premium_packaging_demand
CTR-0176,2025-12-06,12,49,Q4,Post-Festive,Indore,Supermarket,RTL-0044,Sunita Verma,working professionals,bhujia,Owner near wedding venue said guests want hampers. Snack boxes selling well as return gifts.,seasonal_pattern,premium_packaging_demand
CTR-0177,2025-07-23,7,30,Q3,Monsoon,Vizag,Supermarket,RTL-0034,Anjali Rao,homemakers,biscuits,Working professionals paying extra for canister format. Says it looks premium.,seasonal_pattern,premium_packaging_demand
CTR-0178,2025-06-09,6,24,Q2,Monsoon,Jaipur,Hypermarket,RTL-0083,Naresh Yadav,senior citizens,chips,Retailer told me society bought 100 snack boxes for Diwali party. Big order missed.,seasonal_pattern,premium_packaging_demand
CTR-0179,2025-11-26,11,48,Q4,Post-Festive,Patna,Petrol-pump Store,RTL-0029,Kavita Joshi,premium shoppers,wafers,Customers asking if we have anything gift-wrapped or in nice packaging. Not just pouch.,seasonal_pattern,premium_packaging_demand
CTR-0180,2026-04-07,4,15,Q2,Post-Festive,Pune,Convenience Store,RTL-0046,Meena Reddy,senior citizens,bhujia,Owner said snack gifting replacing mithai in this area. People want modern gifting.,seasonal_pattern,premium_packaging_demand
CTR-0181,2026-03-29,3,13,Q1,Ramadan,Kolkata,Supermarket,RTL-0020,Rekha Pillai,senior citizens,rice crisps,Customer asked for snacks that look good in photos. Said it is for Instagram.,seasonal_pattern,premium_packaging_demand
CTR-0182,2025-10-10,10,41,Q4,Festive,Nagpur,Kirana Store,RTL-0037,Vikram Iyer,senior citizens,chips,Corporate office ordered employee gifting snack boxes - 50 pieces. Retailer couldn't fulfill.,seasonal_pattern,premium_packaging_demand
CTR-0183,2026-01-13,1,3,Q1,Winter,Chennai,Departmental Store,RTL-0053,Priya Sharma,senior citizens,wafers,Owner confirmed premium packs move only during festivals but volume is very high then.,seasonal_pattern,premium_packaging_demand
CTR-0184,2025-09-24,9,39,Q3,Monsoon,Chandigarh,College Canteen,RTL-0001,Amit Singh,homemakers,biscuits,Retailer said customers choose between two same products based on which pack looks better.,seasonal_pattern,premium_packaging_demand
CTR-0185,2025-06-04,6,23,Q2,Monsoon,Kolkata,Petrol-pump Store,RTL-0013,Kavita Joshi,working professionals,puffs,"Teacher gifts, colleague gifts - all shifting to snack hampers. Owner sees it every occasion.",seasonal_pattern,premium_packaging_demand
CTR-0186,2026-04-20,4,17,Q2,Post-Festive,Chennai,College Canteen,RTL-0054,Priya Sharma,working professionals,rice crisps,Owner near IT office said team celebration orders now include premium snack boxes.,seasonal_pattern,premium_packaging_demand
CTR-0187,2025-11-14,11,46,Q4,Diwali,Surat,Kirana Store,RTL-0059,Arjun Mehta,working professionals,puffs,Customer showed reference image of competitor gift pack and asked if we have similar.,seasonal_pattern,premium_packaging_demand
CTR-0188,2025-01-22,1,4,Q1,Winter,Surat,Kirana Store,RTL-0041,Suresh Patel,homemakers,puffs,Retailer getting requests for personalized snack hampers. Niche but willing to pay premium.,seasonal_pattern,premium_packaging_demand
CTR-0189,2025-05-07,5,19,Q2,Summer,Surat,College Canteen,RTL-0059,Arjun Mehta,homemakers,biscuits,Festival sales 4x normal but only premium packs move. Regular pouch stays on shelf.,seasonal_pattern,premium_packaging_demand
CTR-0190,2025-03-02,3,9,Q1,Holi,Pune,General Store,RTL-0046,Meena Reddy,working professionals,wafers,Owner told me customers judge product quality by packaging first. Good pack means good product.,seasonal_pattern,premium_packaging_demand
CTR-0191,2025-06-07,6,23,Q2,Monsoon,Surat,Hypermarket,RTL-0042,Suresh Patel,senior citizens,bhujia,Retailer said anniversary and birthday gifting with snack boxes is new trend this year.,seasonal_pattern,premium_packaging_demand
CTR-0192,2025-08-17,8,33,Q3,Monsoon,Patna,Petrol-pump Store,RTL-0068,Rajesh Gupta,homemakers,wafers,Owner told me baby shower and housewarming parties now include snack hampers as gifts.,seasonal_pattern,premium_packaging_demand
CTR-0193,2026-05-20,5,21,Q2,Summer,Chandigarh,General Store,RTL-0051,Ravi Kumar,senior citizens,rice crisps,Customer asked for snack box with ribbon and name card. Full gifting experience expected.,seasonal_pattern,premium_packaging_demand
CTR-0194,2026-02-04,2,6,Q1,Winter,Indore,Wholesale Depot,RTL-0005,Harish Babu,senior citizens,rice crisps,Retailer said premium pack customers are never price sensitive. They pay whatever it costs.,seasonal_pattern,premium_packaging_demand
CTR-0195,2025-03-07,3,10,Q1,Holi,Coimbatore,Petrol-pump Store,RTL-0018,Deepa Nair,homemakers,namkeen,Owner near jewelry store said their customers buy premium snack hampers as companion gifts.,seasonal_pattern,premium_packaging_demand
CTR-0196,2025-09-16,9,38,Q3,Monsoon,Nagpur,Supermarket,RTL-0038,Vikram Iyer,senior citizens,roasted nuts,Corporate HR manager came asking for 200 snack gift boxes for employee appreciation day.,seasonal_pattern,premium_packaging_demand
CTR-0197,2026-02-03,2,6,Q1,Winter,Chandigarh,Kirana Store,RTL-0001,Amit Singh,working professionals,wafers,"Retailer told me during wedding season, snack hamper orders double every single week.",seasonal_pattern,premium_packaging_demand
CTR-0198,2025-12-01,12,49,Q4,Post-Festive,Chandigarh,Medical Store,RTL-0009,Rajesh Gupta,working professionals,bhujia,Customer wanted luxury looking snack assortment. Said it is for a very important guest.,seasonal_pattern,premium_packaging_demand
CTR-0199,2025-04-10,4,15,Q2,Post-Festive,Chennai,Departmental Store,RTL-0065,Anjali Rao,working professionals,namkeen,"Owner said once customer buys premium pack and gets compliment, they never go back to pouch.",seasonal_pattern,premium_packaging_demand
CTR-0200,2025-02-03,2,6,Q1,Winter,Chennai,Kirana Store,RTL-0053,Priya Sharma,senior citizens,puffs,Retailer near housing complex said RWA bulk orders only for premium boxes. Plain pouch rejected.,seasonal_pattern,premium_packaging_demand
CTR-0201,2025-05-21,5,21,Q2,Summer,Nagpur,College Canteen,RTL-0048,Meena Reddy,premium shoppers,rice crisps,Customer complained our gift packs look ordinary compared to competitor. Lost the sale.,seasonal_pattern,premium_packaging_demand
CTR-0202,2025-04-17,4,16,Q2,Post-Festive,Coimbatore,Medical Store,RTL-0018,Deepa Nair,homemakers,roasted nuts,Owner told me unboxing experience matters. Customers want tissue paper inside the box.,seasonal_pattern,premium_packaging_demand
CTR-0203,2025-07-10,7,28,Q3,Monsoon,Patna,Medical Store,RTL-0087,Rekha Pillai,premium shoppers,wafers,"Retailer said premium snack gifting trend started in metro cities, now reached smaller towns.",seasonal_pattern,premium_packaging_demand
CTR-0204,2025-12-14,12,50,Q4,Post-Festive,Mumbai,Petrol-pump Store,RTL-0007,Vikram Iyer,senior citizens,popcorn,Customers asking for traditional local flavors. Said national brands taste the same everywhere.,flavor_trend,regional_flavor_revival
CTR-0205,2025-01-25,1,4,Q1,Winter,Bhopal,Hypermarket,RTL-0040,Sunita Verma,working professionals,makhana,Owner told me old customers specifically asking for ajwain and hing namkeen like before.,flavor_trend,regional_flavor_revival
CTR-0206,2025-05-10,5,19,Q2,Summer,Nagpur,Medical Store,RTL-0047,Meena Reddy,working professionals,namkeen,Retailer said local brand launched recently and flying off shelf. People proud of regional.,flavor_trend,regional_flavor_revival
CTR-0207,2025-10-23,10,43,Q4,Diwali,Vizag,Hypermarket,RTL-0034,Anjali Rao,working professionals,wafers,Homemakers asking for raw mango flavor. Said it reminds them of homemade achaar taste.,flavor_trend,regional_flavor_revival
CTR-0208,2025-04-01,4,14,Q2,Post-Festive,Chennai,Supermarket,RTL-0053,Priya Sharma,middle-income families,puffs,Festival brought demand for specific regional snack that I can't source from our portfolio.,flavor_trend,regional_flavor_revival
CTR-0209,2025-11-24,11,48,Q4,Post-Festive,Bhubaneswar,Medical Store,RTL-0073,Kavita Joshi,homemakers,popcorn,Owner said customers bored of standard masala. Want authentic local taste.,flavor_trend,regional_flavor_revival
CTR-0210,2025-05-29,5,22,Q2,Summer,Patna,General Store,RTL-0068,Rajesh Gupta,middle-income families,biscuits,Retailer near temple said devotees asking for no-onion regional namkeen. Specific ask.,flavor_trend,regional_flavor_revival
CTR-0211,2025-03-09,3,10,Q1,Holi,Bhubaneswar,Medical Store,RTL-0075,Rekha Pillai,working professionals,chips,Older customers asking for karonda and amla flavored snacks. Nostalgia driving it.,flavor_trend,regional_flavor_revival
CTR-0212,2025-01-02,1,1,Q1,New Year,Indore,General Store,RTL-0005,Harish Babu,senior citizens,chips,Owner told me new state association in area driving demand for home state snacks.,flavor_trend,regional_flavor_revival
CTR-0213,2025-10-01,10,40,Q4,Festive,Patna,Supermarket,RTL-0030,Kavita Joshi,middle-income families,wafers,Customers from other states living here asking for snacks from their home regions.,flavor_trend,regional_flavor_revival
CTR-0214,2025-04-15,4,16,Q2,Post-Festive,Ahmedabad,Hypermarket,RTL-0063,Arjun Mehta,working professionals,biscuits,Retailer confirmed regional small brand outselling national brand in his store this month.,flavor_trend,regional_flavor_revival
CTR-0215,2025-12-29,12,1,Q4,New Year,Nagpur,Kirana Store,RTL-0070,Sunita Verma,working professionals,puffs,Festival customers asking for specific community traditional flavor. Very specific request.,flavor_trend,regional_flavor_revival
CTR-0216,2026-03-23,3,13,Q1,Holi,Chennai,Supermarket,RTL-0065,Anjali Rao,working professionals,biscuits,"Owner said social media showing old street food videos, customers now want that taste in pack.",flavor_trend,regional_flavor_revival
CTR-0217,2026-04-03,4,14,Q2,Post-Festive,Jaipur,General Store,RTL-0083,Naresh Yadav,working professionals,makhana,Customer told retailer national brands have lost original flavor over years. Want authentic.,flavor_trend,regional_flavor_revival
CTR-0218,2025-05-08,5,19,Q2,Summer,Nagpur,Medical Store,RTL-0038,Vikram Iyer,working professionals,roasted nuts,Local mela nearby increased demand for traditional regional snacks. Retailer sold out.,flavor_trend,regional_flavor_revival
CTR-0219,2025-07-27,7,30,Q3,Monsoon,Kolkata,General Store,RTL-0019,Rekha Pillai,homemakers,chips,Homemakers buying regional snacks for pooja and festivals specifically. Cultural connection.,flavor_trend,regional_flavor_revival
CTR-0220,2025-01-07,1,2,Q1,Winter,Kolkata,General Store,RTL-0013,Kavita Joshi,senior citizens,namkeen,Owner told me tamarind candy and raw mango chews back in demand. Old flavors new trend.,flavor_trend,tangy_sour_flavor_rise
CTR-0221,2025-11-08,11,45,Q4,Diwali,Bhubaneswar,Petrol-pump Store,RTL-0075,Rekha Pillai,senior citizens,makhana,Retailer said rock salt and kala namak requests increased. Ayurvedic awareness driving.,flavor_trend,regional_flavor_revival
CTR-0222,2025-02-02,2,5,Q1,Winter,Chandigarh,Kirana Store,RTL-0051,Ravi Kumar,working professionals,popcorn,"Customers asking for village-style snacks. Want rustic, handmade-looking packaging.",flavor_trend,regional_flavor_revival
CTR-0223,2026-03-09,3,11,Q1,Holi,Lucknow,Medical Store,RTL-0079,Amit Singh,homemakers,bhujia,Owner said regional snacks gifted during festival by many customers. Local pride visible.,flavor_trend,regional_flavor_revival
CTR-0224,2025-02-23,2,8,Q1,Winter,Kochi,Wholesale Depot,RTL-0011,Deepa Nair,working professionals,puffs,Retailer told me state food expo created huge demand for regional snacks this season.,flavor_trend,regional_flavor_revival
CTR-0225,2025-12-31,12,1,Q4,New Year,Jaipur,Supermarket,RTL-0083,Naresh Yadav,senior citizens,popcorn,Owner said customers who went to native village during holiday came back craving local taste.,flavor_trend,regional_flavor_revival
CTR-0226,2026-05-13,5,20,Q2,Summer,Mumbai,Petrol-pump Store,RTL-0003,Arjun Mehta,middle-income families,makhana,Customer asked if we have any snack from their home state. Ready to pay more for it.,flavor_trend,regional_flavor_revival
CTR-0227,2025-01-08,1,2,Q1,Winter,Jaipur,Supermarket,RTL-0021,Ravi Kumar,middle-income families,makhana,Retailer near regional language medium school said parents buying local snacks for children.,flavor_trend,regional_flavor_revival
CTR-0228,2025-04-09,4,15,Q2,Post-Festive,Kolkata,Convenience Store,RTL-0014,Kavita Joshi,middle-income families,wafers,Owner told me regional taste preference is strongest in age 40 and above customers.,flavor_trend,regional_flavor_revival
CTR-0229,2025-08-29,8,35,Q3,Onam,Surat,Convenience Store,RTL-0042,Suresh Patel,middle-income families,makhana,Customer complained national brand changed their formula. Wants old taste back.,flavor_trend,regional_flavor_revival
CTR-0230,2025-10-20,10,43,Q4,Diwali,Indore,Petrol-pump Store,RTL-0006,Harish Babu,homemakers,puffs,Retailer said regional flavor revival not nostalgia only - young generation also interested.,flavor_trend,regional_flavor_revival
CTR-0231,2025-10-17,10,42,Q4,Diwali,Lucknow,Departmental Store,RTL-0080,Amit Singh,senior citizens,namkeen,Owner near cultural association said members specifically ask for region-specific snacks.,flavor_trend,regional_flavor_revival
CTR-0232,2025-11-15,11,46,Q4,Diwali,Kolkata,General Store,RTL-0020,Rekha Pillai,senior citizens,namkeen,Customer brought homemade snack sample and asked retailer to stock something similar.,flavor_trend,regional_flavor_revival
CTR-0233,2025-03-12,3,11,Q1,Holi,Kolkata,General Store,RTL-0014,Kavita Joshi,middle-income families,chips,Retailer confirmed regional brands growing 3x faster than national brands in his store.,flavor_trend,regional_flavor_revival
CTR-0234,2026-01-26,1,5,Q1,Winter,Mumbai,Supermarket,RTL-0015,Meena Reddy,homemakers,rice crisps,Owner told me local politician promoted regional snack brand. Demand spiked immediately.,flavor_trend,regional_flavor_revival
CTR-0235,2025-02-24,2,9,Q1,Winter,Nagpur,Supermarket,RTL-0069,Sunita Verma,senior citizens,bhujia,Customer asked if we use local spices. Said quality difference is visible when local used.,flavor_trend,regional_flavor_revival
CTR-0236,2026-05-02,5,18,Q2,Summer,Ahmedabad,Supermarket,RTL-0031,Suresh Patel,senior citizens,chips,Retailer said farmers market nearby exposed customers to authentic local ingredients.,flavor_trend,regional_flavor_revival
CTR-0237,2026-02-10,2,7,Q1,Winter,Delhi,Supermarket,RTL-0058,Naresh Yadav,urban youth,namkeen,Commuters near bus stand asking for single-serve packs. Can't eat large pack while standing.,buying_behavior_change,convenience_format_preference
CTR-0238,2025-01-11,1,2,Q1,Winter,Pune,College Canteen,RTL-0028,Vikram Iyer,urban youth,popcorn,Owner told me resealable pack requests coming regularly. Customers hate stale chips.,buying_behavior_change,convenience_format_preference
CTR-0239,2026-04-12,4,15,Q2,Post-Festive,Nagpur,General Store,RTL-0047,Meena Reddy,urban youth,wafers,Working professionals want something for desk. Small canister format asked 3 times this week.,buying_behavior_change,convenience_format_preference
CTR-0240,2026-02-08,2,6,Q1,Winter,Bhopal,Departmental Store,RTL-0081,Harish Babu,office-goers,chips,Retailer near metro station said small quick-eat packs sell most. No time to sit and eat.,buying_behavior_change,convenience_format_preference
CTR-0241,2025-06-27,6,26,Q2,Monsoon,Kochi,Medical Store,RTL-0011,Deepa Nair,working professionals,namkeen,"Customers asking for cup format snacks. Said noodle cup is convenient, want same for snacks.",buying_behavior_change,convenience_format_preference
CTR-0242,2025-10-22,10,43,Q4,Diwali,Indore,Departmental Store,RTL-0043,Sunita Verma,working professionals,namkeen,Owner said delivery bags crush large packs. Customers prefer smaller packs that survive.,buying_behavior_change,convenience_format_preference
CTR-0243,2025-05-28,5,22,Q2,Summer,Lucknow,General Store,RTL-0085,Rajesh Gupta,college students,puffs,Students near hostel want mini packs for tiffin. Parents sending them specific sizes.,demographic_preference,youth_driven_consumption
CTR-0244,2025-12-22,12,52,Q4,Post-Festive,Mumbai,Wholesale Depot,RTL-0004,Arjun Mehta,working professionals,roasted nuts,Retailer said tear-and-eat format very popular. Customers don't carry scissors.,buying_behavior_change,convenience_format_preference
CTR-0245,2025-05-14,5,20,Q2,Summer,Kolkata,College Canteen,RTL-0020,Rekha Pillai,office-goers,makhana,Professional customers asking for individually wrapped pieces inside pack. Portion control.,buying_behavior_change,convenience_format_preference
CTR-0246,2025-09-13,9,37,Q3,Monsoon,Patna,Convenience Store,RTL-0068,Rajesh Gupta,college students,puffs,Owner near train station said travel snack packs moving fast during holiday season.,buying_behavior_change,convenience_format_preference
